ITEM_NAME, FACT, ID_CUST
''PAN PULLMAN SPECIA'',''78-20191215-11-99'',''702764''
''PAN PULLMAN SPECIA'',''78-20191105-9-24'',''702764''
''PAN PULLMAN SPECIA'',''20-20200110-4-203'',''740827''
''ARROZ C/POLLO/PLAT'',''50-20191006-45-441'',''419987''
''HOJALDRE'',''50-20191007-46-56'',''429188''
''COCO'',''50-20191025-3-371'',''422110''
''PAN MONA DE HUEVO'',''31-20191103-4-180'',''985035''
''KIST FRESA 2LT'',''123-20191120-10-159'',''528218''
''KIST FRESA 2LT'',''123-20191018-7-128'',''528218''
''KIST NARANJA 2.5 L'',''123-20191221-6-117'',''528218''
''KIST NARANJA 2.5 L'',''123-20191019-7-267'',''528218''
''2PACK LECHE BEBIDA'',''50-20191024-6-247'',''404777''
''2PACK LECHE BEBIDA'',''20-20191117-5-132'',''740827''
''HELADO CHOCOLAT'',''50-20200103-6-182'',''739731''
''BONLAC YOGURT120G'',''108-20191118-18-86'',''547897''
''BONGURT TUTI FRUTI'',''108-20200325-9-47'',''985035''
''BONGURT TUTI FRUTI'',''50-20191025-5-254'',''425047''
''CERVEZA BUDWEISER'',''106-20200320-5-149'',''1502878''
''DETERGENTE SPUM'',''108-20200305-17-89'',''985035''
''DETERGENTE SPUM'',''108-20200206-12-79'',''985035''
''Snac/LA REAL?24Oz'',''108-20200314-18-221'',''547897''
''Snac/LA REAL?24Oz'',''123-20200112-7-328'',''528218''
''Snac/LA REAL 16Oz'',''123-20191017-10-129'',''528218''
''BANQUET CHIC VIENN'',''123-20191017-10-129'',''528218''
''BANQUET CHIC VIENN'',''123-20200120-10-668'',''528218''
''BANQUET CHIC VIENN'',''123-20191004-10-213'',''528218''
''LAYS CHIPS 6.5OZ'',''54-20191231-4-110'',''413808''
''LA SIRENA PICAN5.5'',''108-20200206-12-79'',''985035''
''LA SIRENA PICAN5.5'',''78-20200217-9-108'',''702764''
''LA SIRENA PICAN5.5'',''108-20200121-6-107'',''985035''
''LA SIRENA PICAN5.5'',''108-20200220-15-137'',''985035''
''CB MOSTAZA 8OZ'',''108-20200128-6-121'',''547897''
''CB CREMORA 6OZ'',''123-20200112-7-328'',''528218''
''GATORADE 600 Ml'',''50-20191005-10-443'',''425047''
''TOCINO BLACK LABEL'',''106-20200320-5-149'',''1502878''
''MM CHOCOL PEANUT'',''20-20200122-3-168'',''740827''
''MM CHOCOL PEANUT'',''90-20200211-10-563'',''413808''
''Snack SUNSHINE 58G'',''106-20191207-12-359'',''1226904''
''SOLO CUP 32RLSRP T'',''78-20200313-9-156'',''702764''
''SOPA MARUCH CAMARO'',''78-20200217-9-108'',''702764''
''Blanqueador CLOROX'',''50-20200327-6-127'',''419987''
''ANIMALITOS DOC'',''108-20191205-20-260'',''985035''
''MANI SALADO FAMILI'',''104-20191006-3-259'',''519849''
''LIGO LIGHT TUNA6OZ'',''108-20200331-6-125'',''547897''
''SUNRISE LUNCHEON'',''20-20200102-3-249'',''740827''
''SUNRISE LUNCHEON'',''20-20191016-3-266'',''740827''
''Bokitas POZUELO'',''78-20191204-9-137'',''702764''
''CALDO COSTILLA 10G'',''78-20200201-11-74'',''702764''
''CALDO COSTILLA 10G'',''78-20200120-11-197'',''702764''
''CALDO COSTILLA 10G'',''78-20191221-9-155'',''702764''
''CALDO COSTILLA 10G'',''78-20191027-11-40'',''702764''
''MAGGI CUBITO POLLO'',''104-20200116-15-84'',''519849''
''MAGGI CUBITO POLLO'',''169-20191029-6-259'',''519849''
''Lca LA LECHERA'',''50-20200228-2-261'',''422110''
''CONSOME POLLO 10GR'',''123-20200102-7-323'',''466902''
''CONSOME POLLO 10GR'',''50-20191025-5-254'',''425047''
''CREMA DE HONGO MAG'',''123-20200215-3-63'',''466902''
''Yogurt Bebible Fre'',''104-20191214-12-254'',''519849''
''Yogurt Bebible Fre'',''104-20200125-9-312'',''519849''
''Yogurt Bebible Fre'',''104-20191129-14-71'',''519849''
''NECTAR DE MELOCOTO'',''78-20191027-11-40'',''702764''
''NECTAR DE MELOCOTO'',''78-20191101-14-7'',''702764''
''NECTAR DE MELOCOTO'',''78-20191002-9-48'',''702764''
''Papel Toall Delux'',''78-20191027-11-40'',''702764''
''Papel Toall Delux'',''78-20191211-8-96'',''702764''
''PAPEL TOALLA DE'',''103-20200301-8-107'',''404777''
''PAPEL TOALLA DE'',''78-20200315-11-16'',''702764''
''MALTA VIGOR PET 20'',''78-20200105-8-8'',''702764''
''Panal QUERUBIN Gel'',''108-20191028-11-61'',''985035''
''Fabuloso Floral'',''108-20200206-12-79'',''985035''
''PROTEX JABON DE TO'',''123-20200214-12-199'',''528218''
''SUAVIZANTE  FIRS'',''123-20200125-8-271'',''466902''
''BAKING SODA 8 OZ'',''20-20191104-3-139'',''740827''
''CERRO P CULANTRO'',''108-20191202-18-404'',''547897''
''CERVEZA PRESIDE'',''20-20191223-5-230'',''740827''
''GM HARINA 1LB'',''78-20200201-11-74'',''702764''
''GM HARINA 1LB'',''78-20200120-11-197'',''702764''
''GM HARINA 1LB'',''123-20191106-3-88'',''528218''
''GM HARINA 5LB'',''90-20200308-5-136'',''414949''
''ESE BEBE 202G (60)'',''123-20191018-7-128'',''528218''
''ESE BEBE 202G (60)'',''123-20191026-7-206'',''528218''
''PABO MARG 1LB'',''108-20200331-6-125'',''547897''
''PABO MARG 1LB'',''108-20200314-18-221'',''547897''
''PABO MARG 1LB'',''108-20200128-6-121'',''547897''
''PABO MARG 1LB'',''108-20200301-16-229'',''547897''
''PABO MARG 1LB'',''108-20200216-9-46'',''547897''
''PABO MARG 1LB'',''108-20191002-9-106'',''547897''
''PABO MARG 1LB'',''20-20191218-8-6'',''740827''
''PABO MARG 1LB'',''20-20200102-3-249'',''740827''
''PABO MARG 1LB'',''20-20191016-3-266'',''740827''
''COL/AGU PACK K/MAN'',''106-20200301-14-79'',''1502878''
''COL/AGU PACK K/MAN'',''123-20200318-10-111'',''528218''
''COL/AGU PACK K/MAN'',''123-20200131-6-181'',''528218''
''COL/AGU PACK K/MAN'',''123-20200222-10-230'',''528218''
''COL/AGU PACK KIDS/'',''123-20200131-6-181'',''528218''
''COL/AGU PACK KIDS/'',''123-20200222-10-230'',''528218''
''CUETARA KRIT REDO'',''20-20200106-4-2'',''740827''
''Mucho Nacho Artesa'',''90-20200228-4-550'',''414949''
''BANDEJA PLASTIC'',''20-20191101-3-209'',''740827''
''SPRAY FLUORESCENTE'',''44-20200301-3-277'',''414949''
''ROWE ESPASMO DO'',''169-20200125-12-178'',''519849''
''ROWE ESPASMO DO'',''169-20191221-12-105'',''519849''
''BIZCOCHO NAPOLI'',''50-20191117-43-634'',''419987''
''PASTEL DE POLLO'',''20-20191219-17-56'',''740827''
''BABILLA'',''104-20191022-6-368'',''519849''
''BABILLA'',''78-20191020-11-185'',''702764''
''BISTEC DE CINTA'',''123-20200227-8-108'',''1226904''
''BISTEC DE CINTA'',''108-20200116-18-381'',''547897''
''BISTEC DE CINTA'',''108-20191231-13-252'',''547897''
''PATA DE RES'',''78-20191024-7-12'',''702764''
''PATA DE RES'',''20-20191117-5-132'',''740827''
''PULPA NEGRA'',''123-20200227-8-108'',''1226904''
''PAN HARINA DE M'',''123-20200311-8-343'',''1226904''
''CASCADE LIGHT400GR'',''108-20200319-20-65'',''985035''
''CECIBON SURTIDO'',''108-20191002-9-106'',''547897''
''Wipes facial'',''90-20200308-5-136'',''414949''
''NEVADA .946LT'',''123-20200208-3-67'',''466902''
''PANAMA LIGHT'',''108-20200121-6-107'',''985035''
''MALVA BICOLOR'',''20-20200108-6-114'',''740827''
''ACEITUNA SIMPLES 2'',''108-20191202-18-404'',''547897''
''TROPIC/TE LIM/500'',''108-20200206-12-79'',''985035''
''DURA LATEX TURQ'',''50-20191210-3-486'',''425047''
''AVENA NUTREMA 350G'',''104-20200104-11-114'',''528218''
''AVENA NUTREMA 350G'',''108-20200206-12-79'',''985035''
''AVENA NUTREMA 350G'',''123-20200112-7-328'',''528218''
''AVENA NUTREMA 350G'',''123-20191101-5-146'',''528218''
''AVENA NUTREMA 350G'',''123-20191106-3-88'',''528218''
''AVENA NUTREMA 350G'',''20-20191001-3-269'',''740827''
''Cereal Marshmallo'',''108-20200128-6-121'',''547897''
''ALOE VERA PINEAPPL'',''106-20200301-14-79'',''1502878''
''DONUT ICING VAI'',''50-20191119-43-876'',''419987''
''RINGCAKE D/CHOCO'',''144-20191214-21-28'',''429188''
''POLLO ASADO ENT'',''193-20191228-19-565'',''429188''
''POLLO ASADO ENT'',''20-20191101-17-259'',''740827''
''TASAJO FRITO'',''20-20191219-17-56'',''740827''
''BISTEC PICADO'',''290-20191125-12-70'',''413808''
''BISTEC PICADO'',''104-20191022-6-368'',''519849''
''BOFE'',''193-20200316-14-47'',''429188''
''GUISO DE PRIMERA'',''108-20200301-16-229'',''547897''
''GUISO DE PRIMERA'',''108-20200311-4-237'',''547897''
''GUISO DE PRIMERA'',''290-20191119-9-118'',''413808''
''GUISO DE PRIMERA'',''108-20191118-18-86'',''547897''
''GUISO DE PRIMERA'',''54-20191202-7-200'',''413808''
''HIGADO DE RES'',''78-20191027-11-40'',''702764''
''ROPA VIEJA'',''123-20200215-12-38'',''528218''
''ROPA VIEJA'',''108-20191016-12-46'',''547897''
''CHULETA FRESCA'',''108-20200314-18-221'',''547897''
''CHULETA FRESCA'',''123-20200120-10-668'',''528218''
''CHULETA FRESCA'',''104-20200220-3-51'',''519849''
''CHULETA FRESCA'',''104-20191005-7-317'',''519849''
''CHULETA FRESCA'',''20-20191016-3-266'',''740827''
''PATITAS DE PUERCO'',''104-20191123-4-136'',''519849''
''PATITAS DE PUERCO'',''20-20191220-7-57'',''740827''
''PATITAS DE PUERCO'',''104-20191107-6-328'',''519849''
''PATITAS DE PUERCO'',''78-20200105-8-8'',''702764''
''PATITAS DE PUERCO'',''20-20200110-4-203'',''740827''
''PATITAS DE PUERCO'',''20-20191129-4-190'',''740827''
''PATITAS DE PUERCO'',''20-20191101-3-210'',''740827''
''FILETE PECHUGA'',''106-20200121-7-30'',''1226904''
''LENGUA DELI SET'',''193-20200316-14-47'',''429188''
''GUISO DE PRIMER'',''108-20200325-9-47'',''985035''
''PUERCO LISO/SET DE'',''78-20200210-8-52'',''702764''
''PUERCO LISO/SET DE'',''78-20200304-7-265'',''702764''
''PUERCO LISO/SET DE'',''78-20191124-11-171'',''702764''
''CHULETA ESPECIAL S'',''104-20200116-15-84'',''519849''
''CHULETA ESPECIAL S'',''169-20191018-6-311'',''519849''
''JAMON COCIDO'',''78-20200324-7-3'',''702764''
''JAMON COCIDO'',''78-20200301-11-18'',''702764''
''JAMON COCIDO'',''78-20200210-8-52'',''702764''
''JAMON COCIDO'',''78-20200304-7-265'',''702764''
''JAMON COCIDO'',''78-20200222-7-303'',''702764''
''JAMON COCIDO'',''104-20191230-11-224'',''519849''
''JAMON COCIDO'',''78-20191221-9-155'',''702764''
''Chorizo Parrillero'',''108-20200128-6-121'',''547897''
''Chorizo Parrillero'',''193-20200316-14-47'',''429188''
''YUCA FRESCA'',''108-20200314-18-221'',''547897''
''YUCA FRESCA'',''78-20200119-9-5'',''702764''
''YUCA FRESCA'',''78-20191221-9-155'',''702764''
''YUCA FRESCA'',''54-20191202-7-200'',''413808''
''YUCA FRESCA'',''78-20191002-9-48'',''702764''
''YUCA FRESCA'',''78-20191013-12-28'',''702764''
''AJO'',''78-20200308-6-30'',''702764''
''AJO'',''108-20191220-16-277'',''985035''
''AJO'',''108-20200121-6-107'',''985035''
''AJO'',''50-20191028-5-394'',''422110''
''AJO'',''20-20191117-5-132'',''740827''
''LECHUGA'',''78-20200120-11-197'',''702764''
''LECHUGA'',''78-20200201-11-74'',''702764''
''LECHUGA'',''50-20200224-10-295'',''419987''
''LECHUGA'',''78-20200112-11-63'',''702764''
''LECHUGA'',''108-20191002-9-106'',''547897''
''MAIZ NUEVO'',''108-20200301-16-229'',''547897''
''MAIZ NUEVO'',''108-20191219-8-148'',''547897''
''MAIZ NUEVO'',''78-20191027-11-40'',''702764''
''MAIZ NUEVO'',''54-20191202-7-200'',''413808''
''HABICHUELA CORT'',''123-20200227-8-108'',''1226904''
''HABICHUELA CORT'',''50-20200224-10-295'',''419987''
''CULANTRO MAZO'',''78-20200210-8-52'',''702764''
''CULANTRO MAZO'',''108-20200128-6-121'',''547897''
''CULANTRO MAZO'',''108-20200216-9-46'',''547897''
''CULANTRO MAZO'',''104-20200125-9-312'',''519849''
''CULANTRO MAZO'',''78-20200120-11-197'',''702764''
''CULANTRO MAZO'',''78-20191024-7-12'',''702764''
''CULANTRO MAZO'',''78-20191014-8-91'',''702764''
''CULANTRO MAZO'',''78-20191013-12-28'',''702764''
''BACALAO SIN HUESO'',''169-20200331-6-232'',''519849''
''BACALAO SIN HUESO'',''169-20200313-3-212'',''519849''
''BACALAO SIN HUESO'',''169-20191004-6-81'',''519849''
''PIMENTON AMARILLO'',''104-20200110-11-64'',''519849''
''JAMON COCIDO DE PO'',''108-20200319-20-65'',''985035''
''PECHO ESPECIAL'',''123-20200301-3-233'',''528218''
''QUESO MUENSTER SUP'',''78-20200321-7-13'',''702764''
''QUESO MUENSTER SUP'',''123-20200311-8-343'',''1226904''
''Cebolla Importada'',''123-20200208-14-93'',''1226904''
''Cebolla Importada'',''108-20200128-6-121'',''547897''
''Cebolla Importada'',''169-20200224-5-317'',''519849''
''Cebolla Importada'',''108-20191202-18-404'',''547897''
''Cebolla Importada'',''169-20191104-5-344'',''519849''
''Cebolla Importada'',''50-20191223-1-21'',''425047''
''Cebolla Importada'',''50-20191201-7-272'',''419987''
''Cebolla Importada'',''44-20191007-5-412'',''414949''
''Cebolla Importada'',''20-20191101-3-210'',''740827''
''Cebolla Importada'',''20-20191001-3-269'',''740827''
''Cebolla Importada'',''20-20200102-3-249'',''740827''
''Cebolla Importada'',''20-20191016-3-266'',''740827''
''MUENSTER'',''123-20200216-10-151'',''1226904''
''MOZZARELLA'',''78-20191204-9-137'',''702764''
''REPOLL COS DE MI T'',''290-20191119-9-118'',''413808''
''Pan Flauta'',''78-20191124-11-171'',''702764''
''FILETE DE PECHUGA'',''193-20191002-7-183'',''429188''
''ATUN EN ACEITE 48/'',''123-20200321-10-164'',''528218''
''ATUN EN ACEITE 48/'',''123-20200318-10-111'',''528218''
''ATUN EN ACEITE 48/'',''123-20200206-12-117'',''528218''
''ATUN EN ACEITE 48/'',''123-20191017-10-129'',''528218''
''AVENA CANEL 350GR'',''50-20191025-5-254'',''425047''
''MAIZ EN GRANO 24/4'',''108-20191219-8-148'',''547897''
''MAIZ EN GRANO 24/4'',''108-20191220-16-277'',''985035''
''MAIZ EN GRANO 24/4'',''78-20191105-9-24'',''702764''
''DETERG XTRA POW 5K'',''20-20200229-3-140'',''740827''
''DETERG XTRA POW 5K'',''20-20191001-3-269'',''740827''
''N.LION BOLS/BASUR'',''108-20200216-9-47'',''547897''
''RUBI COCTAIL 850G'',''108-20191223-2-303'',''547897''
''BABY WIPES 80UN'',''123-20191008-7-323'',''528218''
''BEBIDA ENERGETICA'',''78-20200301-11-18'',''702764''
''BEBIDA ENERGETICA'',''108-20191205-20-260'',''985035''
''BEBIDA ENERGETICA'',''108-20191002-9-106'',''547897''
''Hojuela de Maiz 62'',''108-20200325-9-47'',''985035''
''CALVO TROZO DE AT'',''123-20200215-3-63'',''466902''
''CALVO TROZO DE AT'',''123-20200224-4-131'',''466902''
''Salsa Naturas UNIL'',''50-20191026-10-389'',''419987''
''LENTEJA XTRA 52/3/'',''108-20200319-20-65'',''985035''
''LENTEJA XTRA 52/3/'',''78-20191027-11-40'',''702764''
''POROTO ROJO DON HE'',''123-20200127-10-197'',''528218''
''POROTO ROJO DON HE'',''123-20200316-3-119'',''528218''
''POROTO ROJO DON HE'',''123-20200217-11-308'',''528218''
''POROTO ROJO DON HE'',''50-20191013-14-161'',''419987''
''POROTO ROJO DON HE'',''50-20191126-2-398'',''425047''
''LENTEJAS DON HENRY'',''78-20200321-7-13'',''702764''
''LENTEJAS DON HENRY'',''78-20191029-7-14'',''702764''
''CUCHARITAS CHICAS'',''123-20191019-7-267'',''528218''
''MOLLEJA GUISADA 5'',''50-20200224-45-214'',''419987''
''XTRA P ALUMINIO25'',''108-20200314-18-221'',''547897''
''XTRA P ALUMINIO25'',''104-20191109-3-289'',''519849''
''XTRA P ALUMINIO25'',''78-20191221-9-155'',''702764''
''XTRA P ALUMINIO25'',''78-20191013-12-28'',''702764''
''XTRA PAPEL ALUM75P'',''20-20191001-3-269'',''740827''
''VASOS SET 7OZ'',''78-20191105-9-24'',''702764''
''CUCHARAS PLAST20UN'',''20-20191203-3-98'',''740827''
''CUCHARAS PLAST20UN'',''20-20200106-4-2'',''740827''
''PEPEL HIG XTRA 600'',''108-20200331-6-125'',''547897''
''PEPEL HIG XTRA 600'',''20-20191218-8-6'',''740827''
''COCA COLA 1LT'',''50-20191005-10-443'',''425047''
''BONGURT MANGO MAR'',''106-20200301-14-79'',''1502878''
''BONLAC YOGURT120G'',''108-20200301-16-229'',''547897''
''LECHE ENT. 1 4GL'',''108-20200305-17-89'',''985035''
''LECHE ENT. 1 4GL'',''108-20200206-12-79'',''985035''
''LECHE ENT. 1 4GL'',''108-20200121-6-107'',''985035''
''LECHE ENT. 1 4GL'',''108-20191028-11-61'',''985035''
''DETERGENTE 4D CON'',''108-20200314-18-221'',''547897''
''SIP CREMA VERD240G'',''50-20191209-2-324'',''425047''
''LAVAPLA ROSA 425GR'',''123-20200301-3-233'',''528218''
''LAVAPLA ROSA 425GR'',''169-20191026-2-288'',''519849''
''SPEED STICK 1.8OZ'',''20-20200224-7-237'',''740827''
''LAYS CRIPS ORIGINA'',''123-20200314-10-369'',''1226904''
''LA SIRENA SRDN5.5O'',''108-20200305-17-89'',''985035''
''LA SIRENA SRDN5.5O'',''78-20200217-9-108'',''702764''
''LA SIRENA SRDN5.5O'',''78-20191105-9-24'',''702764''
''CORNADOS NACHO'',''20-20200106-4-2'',''740827''
''SOLO CUP 6J6SRP VA'',''123-20191019-7-267'',''528218''
''SOLO CUP 16MJ32SRP'',''78-20200201-11-74'',''702764''
''SOLO CUP 16MJ32SRP'',''78-20200119-9-5'',''702764''
''GOYA ADOBO S/PI'',''108-20200331-6-125'',''547897''
''GOYA ADOBO S/PI'',''104-20200116-15-84'',''519849''
''GOYA ADOBO S/PI'',''169-20200228-6-183'',''519849''
''GOYA ADOBO S/PI'',''104-20191225-1-312'',''519849''
''GOYA GARBANZOS'',''50-20191013-1-339'',''422110''
''CLOROX FLO/32OZ'',''123-20200318-10-111'',''528218''
''OLD EL PASO REF'',''106-20200320-5-149'',''1502878''
''CAMPBE/PORK BEAS'',''78-20200301-11-18'',''702764''
''CAMPBE/PORK BEAS'',''78-20200321-7-13'',''702764''
''CAMPBE/PORK BEAS'',''78-20191211-8-96'',''702764''
''Gta Crema Saltines'',''50-20191218-1-347'',''422110''
''PASC SANDW LIM DOC'',''78-20200324-7-3'',''702764''
''PASC SANDW LIM DOC'',''78-20200304-7-265'',''702764''
''PASC SANDW LIM DOC'',''78-20191211-8-96'',''702764''
''CHEESE CRISP 37GR'',''108-20191028-11-61'',''985035''
''Gladiola PASCUAL 5'',''50-20191209-8-553'',''419987''
''SOPA COSTI CRIOLLA'',''290-20191120-7-315'',''413808''
''MAGGI GALLINTA 10G'',''108-20200319-20-65'',''985035''
''MAGGI GALLINTA 10G'',''78-20200321-7-13'',''702764''
''MAGGI GALLINTA 10G'',''290-20191107-7-229'',''413808''
''MAGGI GALLINTA 10G'',''78-20200217-9-108'',''702764''
''MAGGI GALLINTA 10G'',''123-20200125-8-271'',''466902''
''MAGGI GALLINTA 10G'',''78-20200120-11-197'',''702764''
''MAGGI GALLINTA 10G'',''290-20191116-8-151'',''413808''
''MAGGI GALLINTA 10G'',''78-20191117-16-61'',''702764''
''LECH ENT FRESC 3.5'',''123-20200229-11-155'',''528218''
''LECH ENT FRESC 3.5'',''123-20191124-10-333'',''528218''
''LECH ENT FRESC 3.5'',''123-20191109-14-84'',''528218''
''LECH ENT GRAND GRA'',''20-20200316-7-120'',''740827''
''LECH ENT GRAND GRA'',''20-20191204-4-70'',''740827''
''LECH ENT GRAND GRA'',''20-20200229-3-140'',''740827''
''LECH ENT GRAND GRA'',''20-20191001-3-269'',''740827''
''D ORO ENTERA PLAST'',''123-20191017-10-129'',''528218''
''CHOCOLECHE 250ML'',''104-20200104-11-114'',''528218''
''KERNS NECTAR 200ML'',''78-20200301-11-18'',''702764''
''KERNS NECTAR 200ML'',''78-20191204-9-137'',''702764''
''KERNS NECTAR 200ML'',''78-20200126-7-250'',''702764''
''KERNS NECTAR 200ML'',''78-20200105-8-8'',''702764''
''KERNS NECTAR 200ML'',''78-20191027-11-40'',''702764''
''KERNS NECTAR 200ML'',''78-20191003-7-55'',''702764''
''KERNS NECTAR 200ML'',''31-20191103-4-180'',''985035''
''NECTAR DE MANZANA'',''78-20200201-11-74'',''702764''
''NECTAR DE MANZANA'',''78-20191105-9-24'',''702764''
''SERVILLETA SENSA80'',''78-20191211-8-96'',''702764''
''SERVILLETA SENSA80'',''54-20191231-4-110'',''413808''
''TENDER P/HIG 2UN'',''123-20200229-3-57'',''466902''
''MALTA VIGOR PET 20'',''78-20191124-11-171'',''702764''
''MALTA VIGOR PET 20'',''78-20191016-8-51'',''702764''
''FHAN ALVERA ANT2OZ'',''169-20200319-5-218'',''519849''
''SUAV ADIOSPRIM720'',''50-20200330-2-74'',''422110''
''POLLO GUISADO'',''50-20191124-9-328'',''419987''
''PEDIG POUC POL'',''54-20200223-3-454'',''413808''
''GOURMAR SALMON'',''106-20200208-10-255'',''1502878''
''ASCAN ADULTO 5/4KG'',''193-20200205-5-133'',''429188''
''GM CODITO 1LB'',''123-20200208-14-93'',''1226904''
''MAICENA VAINI 50GR'',''90-20200209-5-656'',''413808''
''MAICENA VAINI 50GR'',''90-20200207-7-434'',''413808''
''COLA CIRU PAS'',''108-20191231-13-252'',''547897''
''Aceit Veg PABO 750'',''123-20191017-10-129'',''528218''
''JABN EN BARRA 140G'',''104-20191123-4-136'',''519849''
''CASCADE MARG 1LB'',''108-20191231-13-252'',''547897''
''PABO MARG400G'',''123-20200112-7-328'',''528218''
''COL AGU KIDS - MEL'',''123-20200131-6-181'',''528218''
''COL AGU KIDS - MEL'',''123-20200206-12-117'',''528218''
''WAFER RISAS CUETAR'',''108-20200128-6-121'',''547897''
''EMPANIZADOR SASSO'',''78-20191027-11-40'',''702764''
''CLASICA ACRILIC'',''193-20191129-20-55'',''429188''
''DURA ANTICORROS'',''44-20191221-5-433'',''414949''
''Crema de Avena'',''50-20200307-9-201'',''419987''
''PH ENCANTO 6000 HS'',''78-20200324-7-4'',''702764''
''PH ENCANTO 6000 HS'',''78-20200304-7-265'',''702764''
''PH ENCANTO 6000 HS'',''20-20191101-3-210'',''740827''
''HARIN MAIZ 500GR'',''106-20200320-5-149'',''1502878''
''Panad Extraf GSK 5'',''169-20191222-12-66'',''519849''
''LORAMED 10 MG X'',''50-20200302-48-369'',''419987''
''BL2UMINI BOMBILLOS'',''104-20191020-1-627'',''519849''
''RINGCAKE D/GUINE'',''290-20191119-9-118'',''413808''
''COMIDA DE EMPLE'',''169-20191226-13-112'',''519849''
''Empasar PolloM'',''108-20200314-39-245'',''547897''
''CARNE MOLIDA DE PR'',''108-20191002-9-106'',''547897''
''PALOMILLA'',''108-20200131-11-10'',''547897''
''HIGADO DE POLLO'',''20-20200122-3-168'',''740827''
''HIGADO DE POLLO'',''108-20191002-9-106'',''547897''
''PECHUGA'',''20-20200106-4-2'',''740827''
''POLLO PANAMA'',''108-20200331-6-125'',''547897''
''POLLO PANAMA'',''123-20200301-3-233'',''528218''
''POLLO PANAMA'',''108-20200301-16-229'',''547897''
''POLLO PANAMA'',''108-20191219-8-148'',''547897''
''POLLO PANAMA'',''123-20200209-10-159'',''528218''
''POLLO PANAMA'',''104-20200322-6-54'',''519849''
''POLLO PANAMA'',''290-20191125-12-70'',''413808''
''POLLO PANAMA'',''290-20191119-9-118'',''413808''
