ITEM_NAME, FACT, ID_CUST
''ARROZ RUBI 4 LBS'',''78-20200217-9-108'',''702764''
''ARROZ RUBI 4 LBS'',''78-20191211-8-96'',''702764''
''ARROZ RUBI 4 LBS'',''78-20191201-17-19'',''702764''
''Peque?as R Pre 8kg'',''193-20191211-10-70'',''429188''
''Caldo De Pollo XTR'',''20-20191204-4-70'',''740827''
''Caldo De Pollo XTR'',''20-20200106-4-2'',''740827''
''Caldo De Pollo XTR'',''20-20191218-8-6'',''740827''
''Caldo De Pollo XTR'',''20-20191016-3-266'',''740827''
''ACEITUNA MANZE'',''20-20191218-8-6'',''740827''
''AVIKO POMES FRITES'',''123-20200111-8-31'',''528218''
''LECHE ENTERA EN PO'',''123-20200310-8-431'',''528218''
''LECHE ENTERA EN PO'',''123-20200120-10-668'',''528218''
''LECHE ENTERA EN PO'',''123-20200112-7-328'',''528218''
''LECHE ENTERA EN PO'',''123-20191221-6-117'',''528218''
''LECHE ENTERA EN PO'',''123-20191202-10-303'',''528218''
''LECHE ENTERA EN PO'',''123-20191118-8-385'',''528218''
''LECHE ENTERA EN PO'',''123-20191026-7-206'',''528218''
''LECHE ENTERA EN PO'',''123-20191101-5-146'',''528218''
''RED BULL S/FREE'',''106-20200208-10-255'',''1502878''
''DELI TOMATE SALSA'',''123-20191111-6-40'',''528218''
''AVENA NUTREMA 350G'',''108-20200305-17-89'',''985035''
''AVENA NUTREMA 350G'',''108-20200121-6-107'',''985035''
''BISTEC PICADO'',''104-20191005-7-317'',''519849''
''GUISO DE PRIMERA'',''290-20191126-9-167'',''413808''
''HIGADO DE RES'',''78-20191003-7-55'',''702764''
''ROPA VIEJA'',''123-20200112-7-328'',''528218''
''CHULETA FRESCA'',''108-20200331-6-125'',''547897''
''CHULETA FRESCA'',''20-20200122-3-168'',''740827''
''CHULETA FRESCA'',''123-20191004-10-213'',''528218''
''CHULETA FRESCA'',''104-20191230-11-224'',''519849''
''PATITAS DE PUERCO'',''104-20191022-6-368'',''519849''
''PATITAS DE PUERCO'',''20-20191203-3-98'',''740827''
''PATITAS DE PUERCO'',''20-20191104-3-139'',''740827''
''PATITAS DE PUERCO'',''20-20191001-3-269'',''740827''
''CAMARON BLANCO /D'',''193-20191002-7-183'',''429188''
''FILETE PECHUGA'',''123-20200208-14-93'',''1226904''
''PUERCO LISO/SET DE'',''123-20200301-3-233'',''528218''
''PUERCO LISO/SET DE'',''108-20200305-17-89'',''985035''
''PUERCO LISO/SET DE'',''78-20191027-11-40'',''702764''
''PUERCO LISO/SET DE'',''78-20191221-9-155'',''702764''
''PUERCO LISO/SET DE'',''78-20191007-7-42'',''702764''
''PUERCO LISO/SET DE'',''78-20191013-12-28'',''702764''
''CHULETA ESPECIAL S'',''104-20191123-4-136'',''519849''
''JAMON COCIDO'',''78-20200321-7-13'',''702764''
''YUCA FRESCA'',''123-20200227-8-108'',''1226904''
''YUCA FRESCA'',''104-20200215-5-450'',''519849''
''YUCA FRESCA'',''290-20191126-9-167'',''413808''
''YUCA FRESCA'',''108-20200116-18-381'',''547897''
''YUCA FRESCA'',''169-20191108-6-126'',''519849''
''YUCA FRESCA'',''78-20191027-11-40'',''702764''
''YUCA FRESCA'',''78-20191022-12-31'',''702764''
''YUCA FRESCA'',''78-20191020-11-185'',''702764''
''YUCA FRESCA'',''31-20191103-4-180'',''985035''
''AJO'',''78-20200321-7-13'',''702764''
''AJO'',''78-20191204-9-137'',''702764''
''AJO'',''169-20200312-2-579'',''519849''
''AJO'',''50-20200206-1-489'',''425047''
''AJO'',''78-20200217-9-108'',''702764''
''AJO'',''193-20191002-7-183'',''429188''
''AJO'',''20-20200229-3-140'',''740827''
''AJO'',''78-20191117-16-61'',''702764''
''AJO'',''50-20191019-8-489'',''419987''
''AJO'',''50-20191223-1-21'',''425047''
''AJO'',''31-20191103-4-180'',''985035''
''LECHUGA'',''108-20200331-6-125'',''547897''
''LECHUGA'',''78-20200210-8-52'',''702764''
''LECHUGA'',''104-20200125-9-312'',''519849''
''LECHUGA'',''108-20191231-13-252'',''547897''
''LECHUGA'',''104-20200110-11-64'',''519849''
''LECHUGA'',''78-20191022-12-31'',''702764''
''LECHUGA'',''78-20191221-9-155'',''702764''
''LECHUGA'',''78-20191016-8-51'',''702764''
''LECHUGA'',''78-20191013-12-28'',''702764''
''CULANTRO MAZO'',''108-20200331-6-125'',''547897''
''CULANTRO MAZO'',''108-20200116-18-381'',''547897''
''CULANTRO MAZO'',''290-20191125-12-70'',''413808''
''CULANTRO MAZO'',''290-20191110-14-96'',''413808''
''CULANTRO MAZO'',''78-20191027-11-40'',''702764''
''CULANTRO MAZO'',''78-20191007-7-42'',''702764''
''DATILES'',''78-20200217-9-108'',''702764''
''CEBOLLINA EN MAZO'',''78-20200301-11-18'',''702764''
''CEBOLLINA EN MAZO'',''78-20191014-8-91'',''702764''
''naranja navel'',''123-20200208-14-93'',''1226904''
''JABON EN POLVO 50'',''104-20200215-5-450'',''519849''
''QUESO MUENSTER SUP'',''78-20191016-8-51'',''702764''
''Cebolla Importada'',''108-20200301-16-229'',''547897''
''Cebolla Importada'',''108-20191219-8-148'',''547897''
''Cebolla Importada'',''90-20200205-10-370'',''413808''
''Cebolla Importada'',''20-20200204-4-165'',''740827''
''Cebolla Importada'',''20-20200122-3-168'',''740827''
''Cebolla Importada'',''169-20200213-5-320'',''519849''
''Cebolla Importada'',''104-20200215-5-450'',''519849''
''Cebolla Importada'',''193-20191222-3-240'',''429188''
''Cebolla Importada'',''108-20191231-13-252'',''547897''
''Cebolla Importada'',''108-20191118-18-86'',''547897''
''Cebolla Importada'',''20-20191223-5-230'',''740827''
''Cebolla Importada'',''50-20191010-1-143'',''425047''
''Cebolla Importada'',''20-20200110-4-203'',''740827''
''PAN FRANCES'',''50-20191119-43-876'',''419987''
''MUENSTER'',''78-20191101-14-7'',''702764''
''Pan Flauta'',''78-20200304-7-265'',''702764''
''Pan Flauta'',''123-20200102-7-323'',''466902''
''Pan Flauta'',''123-20191012-32-262'',''466902''
''Pan Flauta'',''123-20191101-5-146'',''528218''
''Nivea Spray Invi'',''106-20200301-14-79'',''1502878''
''ATUN EN ACEITE 48/'',''123-20200309-7-110'',''528218''
''ATUN EN ACEITE 48/'',''123-20200229-11-155'',''528218''
''ATUN EN ACEITE 48/'',''123-20200114-8-46'',''528218''
''ATUN EN ACEITE 48/'',''123-20191014-5-99'',''528218''
''ATUN EN ACEITE 48/'',''123-20191004-10-213'',''528218''
''MAIZ EN GRANO 24/4'',''108-20200128-6-121'',''547897''
''DETERG XTRA POW 5K'',''20-20191204-4-70'',''740827''
''DETERG XTRA POW 5K'',''20-20191117-5-132'',''740827''
''PAPEL CRESPON C'',''44-20191221-5-433'',''414949''
''Maiz XTRA 425gr'',''108-20200216-9-46'',''547897''
''Maiz XTRA 425gr'',''20-20200316-7-120'',''740827''
''RUBI COCTAIL 850G'',''108-20191127-3-239'',''547897''
''BABY WIPES 80UN'',''123-20191027-14-13'',''528218''
''BABY WIPES 80UN'',''123-20191004-10-213'',''528218''
''BEBIDA ENERGETICA'',''104-20191123-4-136'',''519849''
''REMOVEDOR DE ESMA'',''290-20191204-9-10'',''413808''
''PEPSI COLA 355ML'',''104-20200104-11-114'',''528218''
''Hojuela de Maiz 62'',''123-20200112-7-328'',''528218''
''Hojuela de Maiz 62'',''50-20200107-1-356'',''422110''
''ADER CON PEPIN'',''108-20200319-20-65'',''985035''
''Salsa Nat Ranchero'',''193-20200316-14-47'',''429188''
''Papel Higienico'',''50-20200206-1-489'',''425047''
''Recipiente DIPSA'',''78-20191002-9-48'',''702764''
''NESCAFE 1.8G Clasi'',''50-20191110-8-385'',''419987''
''NESCAFE 1.8G Clasi'',''78-20191016-8-51'',''702764''
''NESCAFE 1.8G Clasi'',''78-20191003-7-55'',''702764''
''Bebida PolvoTANG'',''78-20191221-9-155'',''702764''
''Bebida PolvoTANG'',''123-20200111-8-31'',''528218''
''BRIDGE TACO CHOCO'',''108-20200319-20-65'',''985035''
''Galleta COLOMBIN'',''108-20191202-18-404'',''547897''
''DO?AREPA WHITE X 2'',''50-20200224-10-295'',''419987''
''DO?AREPA WHITE X 2'',''50-20191006-10-452'',''419987''
''DO?AREPA WHITE X 2'',''50-20191201-7-272'',''419987''
''CAREFREE REG 15UN'',''44-20191007-5-412'',''414949''
''LIJA NORTON P/A'',''108-20191011-6-139'',''547897''
''DESCANSO NATURAL'',''108-20200314-18-221'',''547897''
''YUPI RIZADAS PI'',''108-20191205-20-260'',''985035''
''HONGO BLANCO'',''123-20200224-4-131'',''466902''
''Aceit Soy TROVATTO'',''123-20200131-6-181'',''528218''
''ZUKO TE FRIO LIMO'',''104-20191106-1-504'',''519849''
''ZUKO FRU PUNC 35GR'',''78-20200210-8-52'',''702764''
''ZUKO PI?A 35GR'',''78-20191117-16-61'',''702764''
''ZUKO MARACUYA 25GR'',''169-20191018-6-311'',''519849''
''ZUKO MARACUYA 25GR'',''169-20191014-5-246'',''519849''
''ZUKO MANGO 12/25G'',''123-20200214-12-199'',''528218''
''ZUKO NARAN FRES'',''108-20191016-12-46'',''547897''
''ARROZ RUBI 4 LBS'',''78-20200130-6-40'',''702764''
''ARROZ RUBI 4 LBS'',''78-20200304-7-265'',''702764''
''ARROZ RUBI 4 LBS'',''78-20200201-11-74'',''702764''
''ARROZ RUBI 4 LBS'',''78-20200222-7-303'',''702764''
''Aceituna FRAGATA'',''123-20200312-12-140'',''466902''
''Aceituna FRAGATA'',''123-20200215-3-63'',''466902''
''Caldo De Pollo XTR'',''20-20200217-3-191'',''740827''
''Caldo De Pollo XTR'',''20-20191129-4-190'',''740827''
''Caldo De Pollo XTR'',''20-20200102-3-249'',''740827''
''MEJILLONES AL AJI'',''123-20200227-8-108'',''1226904''
''PASTAVINO SPAGUETT'',''78-20200120-11-197'',''702764''
''AVIKO POMES FRITES'',''123-20200209-10-159'',''528218''
''AVIKO POMES FRITES'',''123-20200217-11-308'',''528218''
''LECHE ENTERA EN PO'',''123-20200209-10-159'',''528218''
''LECHE ENTERA EN PO'',''123-20200229-11-155'',''528218''
''LECHE ENTERA EN PO'',''123-20200215-12-38'',''528218''
''LECHE ENTERA EN PO'',''123-20191109-14-84'',''528218''
''LECHE ENTERA EN PO'',''123-20191210-12-135'',''528218''
''LECHE ENTERA EN PO'',''123-20200321-10-164'',''528218''
''NHS SALSA CON HONG'',''123-20191111-6-40'',''528218''
''ROPA VIEJA'',''123-20200114-8-46'',''528218''
''CHULETA FRESCA'',''106-20200320-5-149'',''1502878''
''CHULETA FRESCA'',''108-20200116-18-381'',''547897''
''CHULETA FRESCA'',''108-20191118-18-86'',''547897''
''PATITAS DE PUERCO'',''104-20191214-12-254'',''519849''
''PUERCO LISO/SET DE'',''78-20200324-7-3'',''702764''
''PUERCO LISO/SET DE'',''78-20200120-11-197'',''702764''
''PUERCO LISO/SET DE'',''78-20191215-11-99'',''702764''
''PUERCO LISO/SET DE'',''78-20191003-7-55'',''702764''
''QUESO AMAPOLA'',''123-20200306-8-452'',''1226904''
''JAMONADA ENCURTIDA'',''123-20200227-8-108'',''1226904''
''JAMON COCIDO'',''123-20200312-12-140'',''466902''
''JAMON COCIDO'',''78-20200120-11-197'',''702764''
''JAMON COCIDO'',''78-20200201-11-74'',''702764''
''JAMON COCIDO'',''78-20200217-9-108'',''702764''
''YUCA FRESCA'',''78-20200120-11-197'',''702764''
''YUCA FRESCA'',''290-20191120-7-315'',''413808''
''YUCA FRESCA'',''78-20191117-16-61'',''702764''
''YUCA FRESCA'',''78-20191124-11-171'',''702764''
''YUCA FRESCA'',''78-20191215-11-99'',''702764''
''YUCA FRESCA'',''78-20191014-8-91'',''702764''
''AJO'',''78-20200301-11-18'',''702764''
''AJO'',''50-20200322-17-140'',''419987''
''AJO'',''108-20200128-6-121'',''547897''
''AJO'',''20-20200122-3-168'',''740827''
''AJO'',''123-20200227-10-284'',''466902''
''AJO'',''78-20200201-11-74'',''702764''
''AJO'',''169-20191011-2-349'',''519849''
''AJO'',''20-20191001-3-269'',''740827''
''AJO'',''20-20191016-3-266'',''740827''
''LECHUGA'',''169-20200326-6-177'',''519849''
''LECHUGA'',''78-20200105-8-8'',''702764''
''LECHUGA'',''169-20191108-6-126'',''519849''
''LECHUGA'',''78-20191111-7-205'',''702764''
''LECHUGA'',''78-20191027-11-40'',''702764''
''LECHUGA'',''20-20191101-3-210'',''740827''
''MAIZ NUEVO'',''78-20191117-16-61'',''702764''
''CULANTRO MAZO'',''108-20191219-8-148'',''547897''
''CULANTRO MAZO'',''104-20200215-5-450'',''519849''
''CULANTRO MAZO'',''123-20200312-12-140'',''466902''
''CULANTRO MAZO'',''108-20191231-13-252'',''547897''
''CULANTRO MAZO'',''78-20191109-13-8'',''702764''
''CULANTRO MAZO'',''78-20191211-8-96'',''702764''
''CULANTRO MAZO'',''78-20191117-16-61'',''702764''
''CULANTRO MAZO'',''78-20191111-7-205'',''702764''
''CULANTRO MAZO'',''78-20191215-11-99'',''702764''
''CULANTRO MAZO'',''20-20191206-2-76'',''740827''
''CULANTRO MAZO'',''78-20191022-12-31'',''702764''
''BACALAO SIN HUESO'',''169-20200213-5-320'',''519849''
''BACALAO SIN HUESO'',''193-20191002-7-183'',''429188''
''PIMENTON AMARILLO'',''50-20200302-6-155'',''419987''
''Cebolla Importada'',''169-20191003-2-432'',''519849''
''Cebolla Importada'',''20-20191220-7-57'',''740827''
''Cebolla Importada'',''108-20200116-18-381'',''547897''
''Cebolla Importada'',''78-20191211-8-96'',''702764''
''Cebolla Importada'',''50-20191124-9-328'',''419987''
''Cebolla Importada'',''50-20191117-9-178'',''419987''
''Cebolla Importada'',''20-20191117-5-132'',''740827''
''MOZZARELLA'',''78-20191111-7-205'',''702764''
''PIMENTON ANARANJ'',''169-20200313-3-212'',''519849''
''Pan Flauta'',''123-20200118-12-67'',''466902''
''Pan Flauta'',''123-20200112-7-328'',''528218''
''Pan Flauta'',''123-20191106-3-88'',''528218''
''Pan Flauta'',''123-20191112-3-449'',''528218''
''ATUN EN ACEITE 48/'',''123-20200209-10-159'',''528218''
''ATUN EN ACEITE 48/'',''123-20200214-12-199'',''528218''
''ATUN EN ACEITE 48/'',''123-20200316-3-119'',''528218''
''ATUN EN ACEITE 48/'',''123-20191008-7-323'',''528218''
''ATUN EN ACEITE 48/'',''123-20191026-7-206'',''528218''
''Guisantes Dulces'',''108-20200216-9-46'',''547897''
''DETERG XTRA POW 5K'',''20-20200217-3-191'',''740827''
''DETERG XTRA POW 5K'',''20-20191016-3-266'',''740827''
''Sardina  XTRA 5.5o'',''20-20200122-3-168'',''740827''
''FUNNY BABY SHAMPO'',''123-20191101-5-146'',''528218''
''BABY WIPES 80UN'',''123-20191018-7-128'',''528218''
''BABY WIPES 80UN'',''123-20191002-14-186'',''528218''
''BEBIDA ENERGETICA'',''108-20200305-17-89'',''985035''
''Removedor DAROS'',''78-20200120-11-197'',''702764''
''Hojuela de Maiz 62'',''108-20191220-16-277'',''985035''
''Salsa Naturas UNIL'',''50-20191006-10-452'',''419987''
''Salsa Nat Ranchero'',''193-20191002-7-183'',''429188''
''XEDEX POLVO 1.5'',''123-20191130-4-181'',''466902''
''Recipiente DIPSA'',''78-20200210-8-52'',''702764''
''NODOR TALCO 240GR'',''20-20200204-4-165'',''740827''
''CLOR MULT SUP MAG'',''123-20191101-5-146'',''528218''
''BOLITAS PROMO 4X20'',''108-20200314-18-221'',''547897''
''PICARONAS CON CHI'',''108-20200325-9-47'',''985035''
''JACKS MENEITO115G'',''123-20200215-3-63'',''466902''
''SEMIDESC 1LT'',''106-20200301-14-79'',''1502878''
''QUESO CREMA 100GR'',''50-20200302-1-556'',''425047''
''COCA COLA 600ML'',''123-20200226-8-394'',''528218''
''COCA COLA 600ML'',''103-20200121-3-211'',''547897''
''VALLE NARAN 250ML'',''123-20200309-7-110'',''528218''
''VALLE NARAN 250ML'',''123-20200127-10-197'',''528218''
''VALLE NARAN 250ML'',''123-20200114-8-46'',''528218''
''NODOR TALCO 240GR'',''20-20191101-3-210'',''740827''
''MASECA 500GR'',''78-20200301-11-18'',''702764''
''MASECA 500GR'',''193-20200317-11-170'',''429188''
''MASECA 500GR'',''108-20200216-9-46'',''547897''
''MASECA 500GR'',''123-20191226-3-255'',''466902''
''MASECA 500GR'',''78-20191014-8-91'',''702764''
''MASECA HARINA905GR'',''193-20200317-11-170'',''429188''
''JACKS MENEITO115G'',''20-20200110-4-203'',''740827''
''MANTEQUILLA'',''123-20191110-3-342'',''466902''
''DELIGURT BAT FRESA'',''123-20200229-11-155'',''528218''
''COCA COLA 600ML'',''103-20200122-1-21'',''547897''
''VALLE NARAN 250ML'',''123-20191118-8-385'',''528218''
''VALLE NARAN 250ML'',''123-20191026-7-206'',''528218''
''PRO PET ALIMENT10K'',''193-20200219-10-76'',''429188''
''PH SCOTT RINDEM 4R'',''103-20200301-8-107'',''404777''
''YOPLAIT BATGUR'',''31-20191103-4-180'',''985035''
''BIMBO PAN MANTEQUI'',''123-20200227-8-108'',''1226904''
''RAPIDITAS HARINA T'',''169-20191216-5-159'',''519849''
''RAPIDITAS HARINA T'',''78-20191029-7-14'',''702764''
''Prin Waf MARIN 336'',''78-20200112-11-63'',''702764''
''Soda AJE BIG 3.03L'',''108-20200311-4-237'',''547897''
''Big Cifrut 1550'',''20-20191016-3-266'',''740827''
''LONCHERA OFF SH'',''20-20200304-5-94'',''740827''
''CAFE INST BDIAS50G'',''123-20200203-8-261'',''528218''
''CAFE TRADIC212G'',''108-20191016-12-46'',''547897''
''CAFE TRADIC212G'',''108-20191231-13-252'',''547897''
''CAFE TRADIC212G'',''108-20191118-18-86'',''547897''
''CAFE TRADIC212G'',''104-20191005-7-317'',''519849''
''CAFE REG 425GR'',''104-20191214-12-254'',''519849''
''Salsa Inglesa LA'',''108-20191220-16-277'',''985035''
''AJO EN POLVO LA D'',''106-20200320-5-149'',''1502878''
''DO?A 3P 5.5OZ'',''108-20200319-20-65'',''985035''
''CARTUCH3X9'',''20-20200108-6-114'',''740827''
''CARTUCH3X9'',''50-20200109-1-353'',''422110''
''SANKEY LICUADORAPL'',''78-20200308-6-30'',''702764''
''DOWNY FLORAL 2800M'',''108-20200121-6-107'',''985035''
''CHOKI CHOKO MAX 90'',''90-20200210-4-409'',''413808''
''BANANO PASO N?2'',''123-20200321-10-164'',''528218''
''BANANO PASO N?2'',''123-20200229-11-155'',''528218''
''BANANO PASO N?2'',''123-20200114-8-46'',''528218''
''Cereal CHOCO KRISP'',''108-20191016-12-46'',''547897''
''ZOTE BLANCO 200GR'',''108-20200216-9-46'',''547897''
''RAID ACCION 180'',''108-20200305-17-89'',''985035''
''COLGATE DOBLE FRES'',''20-20191204-4-70'',''740827''
''NESCAFE CAPUCCI'',''78-20200201-11-74'',''702764''
''NESCAFE CAPUCCI'',''78-20200112-11-63'',''702764''
''NESCAFE CAPUCCI'',''78-20191016-8-51'',''702764''
''NESCAFE CAPUCCI'',''78-20191007-7-42'',''702764''
''VAINILLA NESCAF'',''78-20191022-12-31'',''702764''
''2 Pack Cepillo ORA'',''50-20200327-6-127'',''419987''
''SHAMPOO PERT 2/1'',''50-20200322-17-140'',''419987''
''QUERUBIN GEL M'',''123-20191118-8-385'',''528218''
''Sh H&S 90Ml 2en1'',''123-20200112-7-328'',''528218''
''PLANCH PRIMAV 450M'',''123-20200316-3-119'',''528218''
''PLANCH PRIMAV 450M'',''123-20200131-6-181'',''528218''
''PLANCH PRIMAV 450M'',''123-20191221-6-117'',''528218''
''PLANCH PRIMAV 450M'',''123-20191018-7-128'',''528218''
''PLANCH PRIMAV 450M'',''123-20191008-7-323'',''528218''
''Deo SPEED STICK'',''108-20200314-18-221'',''547897''
''IDE LEC EVAP 48/31'',''78-20200301-11-18'',''702764''
''IDE LEC EVAP 48/31'',''78-20200201-11-74'',''702764''
''IDE LEC EVAP 48/31'',''50-20200228-2-261'',''422110''
''IDE LEC EVAP 48/31'',''78-20191215-11-99'',''702764''
''IDE LEC EVAP 48/31'',''50-20191221-5-271'',''422110''
''IDE LEC EVAP 48/31'',''50-20191019-7-129'',''422110''
''IDE LEC EVAP 48/31'',''50-20191230-4-228'',''422110''
''IDE LEC EVAP 48/31'',''50-20191106-1-365'',''422110''
''NESTLE AMANECER LE'',''20-20191001-3-269'',''740827''
''NESTLE AMANECER LE'',''20-20191117-5-132'',''740827''
''NEST AMAN LEC E'',''20-20200326-6-35'',''740827''
''NEST AMAN LEC E'',''20-20191204-4-70'',''740827''
''TANG GUAYAPINA'',''108-20191220-16-277'',''985035''
''GEL UVA HYB FORT'',''108-20191219-8-148'',''547897''
''PONY MALTA BOT NO'',''290-20191119-9-118'',''413808''
''Chocolate JUMBO 43'',''50-20200301-11-427'',''626477''
''DO?AREPA BLANCA'',''50-20200315-5-53'',''419987''
''DO?AREPA BLANCA'',''50-20191209-2-324'',''425047''
''DO?AREPA BLANCA'',''50-20191124-9-328'',''419987''
''BOLSA DE ALGODON 1'',''50-20191224-6-304'',''422110''
''BW HUG ONE&DONE F'',''123-20200209-10-159'',''528218''
''CERO CREMA20G'',''123-20191018-7-128'',''528218''
''LIMA LIMON 1000ML'',''123-20200305-8-72'',''528218''
''LIMA LIMON 1000ML'',''104-20191005-7-317'',''519849''
''BLANCOX LIMON FUSI'',''193-20200317-11-170'',''429188''
''GALLETAS BLACK O'',''50-20200218-2-304'',''422110''
''DON VITTORIO SPAGH'',''78-20200210-8-52'',''702764''
''XTRA SPAGHETT'',''20-20191117-5-132'',''740827''
''AJINOMEN POLLO 86G'',''20-20200326-6-35'',''740827''
''AJINOMEN POLLO 86G'',''104-20191022-6-368'',''519849''
''Aceite NAVELLA 1.5'',''108-20191118-18-83'',''985035''
''Aceit Soy TROVATTO'',''78-20200126-7-250'',''702764''
''Aceit Soy TROVATTO'',''78-20191204-9-137'',''702764''
''Aceit Soy TROVATTO'',''78-20200217-9-108'',''702764''
''Aceit Soy TROVATTO'',''78-20191022-12-31'',''702764''
''Aceit Soy TROVATTO'',''78-20191215-11-99'',''702764''
''Aceit Soy TROVATTO'',''78-20191211-8-96'',''702764''
''ZUKO GUANABAN 35GR'',''108-20191016-12-46'',''547897''
''ZUKO GUANABAN 35GR'',''169-20191218-2-379'',''519849''
''ZUKO TAMARINDO 8X'',''78-20200120-11-197'',''702764''
''ZUKO TAMARINDO 8X'',''78-20200112-11-63'',''702764''
''ZUKO TAMARINDO 8X'',''78-20191124-11-171'',''702764''
''ZUKO DURAZNO'',''123-20200309-7-110'',''528218''
''ZUKO DURAZNO'',''78-20200321-7-13'',''702764''
''ZUKO DURAZNO'',''123-20200326-10-167'',''528218''
''ZUKO DURAZNO'',''123-20200229-11-155'',''528218''
''ZUKO DURAZNO'',''169-20200312-2-579'',''519849''
''ZUKO DURAZNO'',''169-20191113-6-113'',''519849''
''ZUKO DURAZNO'',''169-20191014-5-246'',''519849''
''ZUKO DURAZNO'',''123-20191210-12-135'',''528218''
''ZUKO DURAZNO'',''78-20191117-16-61'',''702764''
''ZUKO DURAZNO'',''78-20191215-11-99'',''702764''
''ZUKO DURAZNO'',''78-20191211-8-96'',''702764''
''ZUKO MELON 12/25G'',''78-20191204-9-137'',''702764''
''ZUKO MELON 12/25G'',''78-20200120-11-197'',''702764''
''ZUKO MELON 12/25G'',''78-20200105-8-8'',''702764''
''ZUKO MELON 12/25G'',''78-20191020-11-185'',''702764''
''ZUKO MELON 12/25G'',''78-20191215-11-99'',''702764''
''ZUKO MELON 12/25G'',''78-20191105-9-24'',''702764''
''AJIMOT VERDE 200GR'',''20-20200217-3-191'',''740827''
''HUG TOA HUM ACTIV'',''108-20191205-20-260'',''985035''
''Colageno/Hialur EP'',''169-20200121-12-239'',''519849''
''Leche BELLA HOLAND'',''50-20200330-2-74'',''422110''
''Leche BELLA HOLAND'',''169-20200329-4-107'',''519849''
''Leche BELLA HOLAND'',''169-20200216-3-204'',''519849''
''Leche BELLA HOLAND'',''50-20200131-1-317'',''422110''
''Leche BELLA HOLAND'',''50-20200115-2-171'',''422110''
''Leche BELLA HOLAND'',''104-20191225-1-312'',''519849''
''Leche BELLA HOLAND'',''104-20200110-11-64'',''519849''
''Leche BELLA HOLAND'',''50-20191008-4-16'',''422110''
''Leche BELLA HOLAND'',''50-20191231-1-520'',''422110''
''Leche BELLA HOLAND'',''50-20191013-1-339'',''422110''
''REMOLACHA'',''20-20200304-5-93'',''740827''
''REMOLACHA'',''20-20191001-3-269'',''740827''
''REMOLACHA'',''50-20191010-1-143'',''425047''
''UVAS VERDES'',''123-20200208-14-93'',''1226904''
''NAME BABOSO'',''20-20200326-6-35'',''740827''
''LENTEJA XTRA 52/3/'',''20-20200316-7-120'',''740827''
''LENTEJA XTRA 52/3/'',''108-20191118-18-83'',''985035''
''POROTO ROJO DON HE'',''123-20200318-10-111'',''528218''
''POROTO ROJO DON HE'',''123-20191106-3-88'',''528218''
''POROTO ROJO DON HE'',''78-20191221-9-155'',''702764''
''LENTEJAS DON HENRY'',''78-20191007-7-42'',''702764''
''LENTEJAS DON HENRY'',''78-20191101-14-7'',''702764''
''LENTEJAS DON HENRY'',''78-20191027-11-40'',''702764''
''LENTEJAS DON HENRY'',''78-20191022-12-31'',''702764''
''FRIJOL CHIRICANO R'',''50-20200330-2-74'',''422110''
''XTRA PLASTIC TENED'',''20-20191216-9-29'',''740827''
''EMPANADA ASADA/RES'',''50-20191007-46-56'',''429188''
''BISTEC PICADO SEPA'',''50-20191101-46-31'',''429188''
''XTRA PAPEL ALUM75P'',''50-20200118-1-387'',''422110''
''XTRA PAPEL ALUM75P'',''108-20191231-13-252'',''547897''
''XTRA PAPEL ALUM75P'',''50-20191006-10-452'',''419987''
''VASOS SET 7OZ'',''78-20191101-14-7'',''702764''
''IICE CUBES'',''108-20200325-9-47'',''985035''
''COCA COLA 2.25'',''123-20200223-12-173'',''1226904''
''LECHE ENT. 1 4GL'',''108-20200319-20-65'',''985035''
''BONGUR MELOC 8OZ'',''104-20191214-12-254'',''519849''
''SIP CREMA VRD1000G'',''78-20200321-7-13'',''702764''
''SIP CREMA VRD1000G'',''78-20200201-11-74'',''702764''
''LAVAPLA ROSA 425GR'',''169-20200120-1-369'',''519849''
''DM MAIZENGRANO75OZ'',''123-20200102-7-323'',''466902''
''LA SIRENA SRDN5.5O'',''108-20200325-9-47'',''985035''
''LA SIRENA SRDN5.5O'',''108-20200319-20-65'',''985035''
''LA SIRENA SRDN5.5O'',''78-20200308-6-30'',''702764''
''LA SIRENA SRDN5.5O'',''78-20191027-11-40'',''702764''
''LA SIRENA SRDN5.5O'',''78-20191201-17-19'',''702764''
''LA SIRENA SRDN5.5O'',''78-20191014-8-91'',''702764''
''SOLO CUP 16MJ32SRP'',''78-20200217-9-108'',''702764''
''SOLO CUP 16MJ32SRP'',''78-20200115-7-169'',''702764''
''GOYA ACEITUNA/M'',''193-20191222-3-240'',''429188''
''GOYA MAIZ TIERNO'',''104-20191129-14-71'',''519849''
''GOYA ADOBO S/PI'',''104-20200316-10-76'',''519849''
''GOYA ADOBO S/PI'',''169-20191108-6-126'',''519849''
''CLOROX FLO/32OZ'',''123-20200201-12-41'',''466902''
''Gta Crema Saltines'',''50-20191209-8-553'',''419987''
''CHOCO CREAM 24PAQ'',''108-20191118-18-83'',''985035''
''PASC SAND CHOCODOC'',''54-20191231-4-110'',''413808''
''PASC SANDW LIM DOC'',''78-20191215-11-99'',''702764''
''CHOCO CREAM VAINI'',''108-20191118-18-83'',''985035''
''SPAGUETI CELOFAN'',''78-20200321-7-13'',''702764''
''SPAGUETI CELOFAN'',''50-20191209-2-324'',''425047''
''PASCUAL GALLETA'',''123-20200222-10-230'',''528218''
